tipo_imovel,cidade,bairro,localizacao,metro_quadrado_terreno,metro_quadrado_construido,quantidade_comodos,quantidade_suites,possui_piscina,idade_anos,estado_conservacao,preco
sitio,Ibiuna,Zona Rural,periferia,23486,79,4,1,sim,1,bom,660000
apartamento,Sao Paulo,Parelheiros,periferia,51,47,1,1,nao,3,bom,208000
apartamento,Sao Paulo,Itaim Bibi,centro,52,49,2,0,nao,14,ruim,689000
apartamento,Sao Paulo,Brooklin,centro,104,97,5,3,nao,30,bom,1184000
casa,Sao Paulo,Itaim Paulista,periferia,553,338,14,3,nao,33,ruim,1142000
chacara,Piracaia,Zona Rural,periferia,4963,305,12,2,sim,22,bom,2276000
casa,Sao Paulo,Moema,centro,929,370,18,3,nao,3,bom,6130000
apartamento,Guarulhos,Centro (Guarulhos),periferia,48,44,2,0,nao,52,ruim,177000
chacara,Mairipora,Zona Rural,periferia,2255,258,11,1,sim,13,bom,1212000
apartamento,Sao Paulo,Vila Mariana,centro,67,63,4,2,nao,1,bom,907000
casa,Sao Paulo,Mooca,centro,333,124,6,3,nao,4,bom,2078000
casa,Sao Paulo,Itaquera,periferia,560,198,9,4,nao,30,ruim,1157000
apartamento,Sao Paulo,Vila Mariana,centro,196,183,8,1,sim,23,bom,2072000
apartamento,Osasco,Centro (Osasco),periferia,120,119,5,2,nao,14,bom,655000
casa,Sao Paulo,Jardim Angela,periferia,543,196,10,4,nao,36,ruim,879000
apartamento,Osasco,Centro (Osasco),periferia,173,167,7,3,nao,17,ruim,1202000
chacara,Braganca Paulista,Zona Rural,periferia,13285,330,12,2,nao,22,ruim,3157000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,56,50,2,1,nao,13,ruim,166000
apartamento,Guarulhos,Centro (Guarulhos),periferia,157,153,7,3,nao,44,ruim,723000
apartamento,Sao Paulo,Itaquera,periferia,54,51,1,1,nao,44,ruim,187000
casa,Osasco,Centro (Osasco),periferia,229,137,7,1,nao,36,ruim,645000
casa,Sao Paulo,Pinheiros,centro,190,120,4,2,nao,28,bom,1503000
apartamento,Sao Paulo,Brasilandia,periferia,184,166,8,2,nao,0,bom,798000
casa,Sao Paulo,Jardim Angela,periferia,986,350,18,2,nao,28,bom,1925000
chacara,Atibaia,Zona Rural,periferia,6431,241,8,4,sim,0,bom,1755000
casa,Sao Paulo,Guaianases,periferia,236,78,3,3,nao,13,bom,464000
chacara,Braganca Paulista,Zona Rural,periferia,1614,228,8,3,nao,7,bom,857000
apartamento,Sao Paulo,Moema,centro,172,162,5,2,nao,17,bom,1793000
apartamento,Sao Paulo,Brooklin,centro,138,138,7,0,nao,8,bom,2028000
casa,Sao Paulo,Vila Mariana,centro,894,314,16,1,sim,13,ruim,4957000
apartamento,Sao Paulo,Perus,periferia,45,42,3,0,nao,25,bom,200000
apartamento,Sao Paulo,Mooca,centro,113,99,3,2,sim,17,bom,889000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,183,170,6,0,nao,10,bom,2344000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,61,61,2,0,sim,18,bom,1026000
apartamento,Sao Paulo,Jardim Angela,periferia,57,52,1,1,nao,32,ruim,184000
casa,Sao Paulo,Grajau,periferia,261,103,4,2,nao,16,ruim,518000
chacara,Cotia,Zona Rural,periferia,7433,321,12,4,sim,9,bom,1836000
apartamento,Sao Paulo,Vila Olimpia,centro,55,54,1,1,nao,5,bom,729000
casa,Sao Paulo,Grajau,periferia,186,115,7,3,sim,5,bom,637000
chacara,Atibaia,Zona Rural,periferia,4286,354,12,1,nao,1,ruim,1260000
apartamento,Sao Paulo,Pinheiros,centro,165,155,7,0,sim,5,bom,1975000
apartamento,Sao Paulo,Vila Olimpia,centro,121,115,6,1,nao,11,ruim,1384000
casa,Sao Paulo,Higienopolis,centro,236,130,7,4,sim,41,ruim,1448000
casa,Sao Paulo,Tatuape,centro,810,327,15,3,nao,13,bom,4905000
casa,Guarulhos,Centro (Guarulhos),periferia,613,197,11,1,nao,14,bom,1270000
apartamento,Sao Paulo,Parelheiros,periferia,167,147,6,0,nao,6,bom,553000
apartamento,Sao Paulo,Pinheiros,centro,97,90,5,0,nao,11,bom,1028000
casa,Sao Paulo,M'Boi Mirim,periferia,592,203,9,3,nao,19,bom,1195000
casa,Sao Paulo,Bela Vista,centro,999,374,18,3,nao,55,ruim,4637000
apartamento,Sao Paulo,Brasilandia,periferia,206,184,6,0,nao,39,ruim,669000
casa,Sao Paulo,Vila Mariana,centro,591,242,13,4,nao,23,ruim,2839000
casa,Sao Paulo,Guaianases,periferia,812,369,17,1,nao,30,ruim,1410000
casa,Sao Paulo,Cidade Ademar,periferia,331,225,11,1,nao,4,bom,1030000
casa,Sao Paulo,Santana,centro,748,252,11,1,sim,37,ruim,3478000
apartamento,Sao Paulo,Vila Olimpia,centro,126,119,5,0,nao,42,ruim,1016000
apartamento,Sao Paulo,Moema,centro,93,87,4,3,nao,35,ruim,1043000
apartamento,Guarulhos,Centro (Guarulhos),periferia,44,41,3,1,nao,18,ruim,214000
casa,Sao Paulo,Perus,periferia,583,233,11,1,nao,45,ruim,1059000
casa,Sao Paulo,Capao Redondo,periferia,887,389,19,4,nao,9,bom,2298000
apartamento,Osasco,Centro (Osasco),periferia,88,79,3,1,nao,33,ruim,373000
casa,Sao Paulo,Brasilandia,periferia,665,243,10,1,nao,22,bom,1159000
casa,Sao Paulo,Perdizes,centro,406,262,14,2,nao,52,ruim,2346000
sitio,Nazare Paulista,Zona Rural,periferia,107329,295,12,3,sim,27,ruim,4371000
apartamento,Sao Paulo,Santana,centro,171,159,7,1,nao,55,ruim,968000
casa,Sao Paulo,Santana,centro,317,183,9,1,nao,19,ruim,1632000
casa,Sao Paulo,Vila Madalena,centro,249,172,8,2,nao,42,ruim,1598000
casa,Sao Paulo,Mooca,centro,510,193,11,2,nao,5,bom,2949000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,2546,319,12,3,nao,21,ruim,838000
apartamento,Sao Paulo,Perus,periferia,179,157,5,0,nao,43,ruim,512000
apartamento,Sao Paulo,Jardim Angela,periferia,109,103,5,3,nao,46,ruim,336000
casa,Sao Paulo,Sapopemba,periferia,667,235,12,4,nao,29,ruim,1294000
casa,Sao Paulo,Santana,centro,1198,383,19,2,nao,40,ruim,6076000
apartamento,Sao Paulo,Tatuape,centro,214,201,7,1,nao,23,ruim,1602000
apartamento,Osasco,Centro (Osasco),periferia,161,154,6,1,nao,5,bom,831000
casa,Sao Paulo,Sapopemba,periferia,455,310,14,2,nao,8,bom,1308000
casa,Sao Paulo,Parelheiros,periferia,653,379,17,2,nao,20,bom,1668000
apartamento,Sao Paulo,Moema,centro,135,121,5,0,sim,20,ruim,1154000
casa,Sao Paulo,Moema,centro,447,208,10,3,nao,7,ruim,2939000
apartamento,Sao Paulo,Tatuape,centro,194,184,6,0,nao,14,bom,1701000
apartamento,Guarulhos,Centro (Guarulhos),periferia,61,61,3,1,nao,14,bom,374000
chacara,Braganca Paulista,Zona Rural,periferia,7407,230,10,2,nao,7,bom,956000
casa,Sao Paulo,Brasilandia,periferia,165,97,4,4,nao,19,ruim,444000
casa,Sao Paulo,Brooklin,centro,208,79,6,2,sim,5,bom,1498000
casa,Sao Paulo,Jardim Paulista,centro,137,81,6,4,nao,27,bom,1099000
chacara,Mairipora,Zona Rural,periferia,6618,250,10,2,nao,29,ruim,756000
casa,Sao Paulo,Parelheiros,periferia,276,104,4,3,nao,38,ruim,462000
apartamento,Sao Paulo,Parelheiros,periferia,45,42,1,0,nao,9,ruim,147000
apartamento,Sao Paulo,Jardim Angela,periferia,170,149,6,0,nao,9,bom,490000
apartamento,Sao Paulo,M'Boi Mirim,periferia,140,135,4,2,nao,15,bom,561000
casa,Guarulhos,Centro (Guarulhos),periferia,798,304,16,4,nao,39,ruim,1484000
casa,Sao Paulo,Vila Mariana,centro,165,112,7,4,nao,22,ruim,1389000
apartamento,Osasco,Centro (Osasco),periferia,137,132,5,2,nao,34,ruim,708000
apartamento,Sao Paulo,Bela Vista,centro,152,142,6,2,nao,3,bom,1318000
casa,Sao Paulo,Cidade Tiradentes,periferia,491,347,15,2,sim,16,ruim,1065000
chacara,Mairipora,Zona Rural,periferia,2449,113,5,4,sim,3,bom,932000
casa,Sao Paulo,Vila Nova Conceicao,centro,830,280,12,2,sim,37,ruim,4901000
apartamento,Sao Paulo,Bela Vista,centro,107,107,3,2,nao,14,bom,951000
apartamento,Sao Paulo,Perus,periferia,214,198,8,1,nao,6,ruim,904000
apartamento,Sao Paulo,Perdizes,centro,82,82,4,2,sim,20,ruim,730000
casa,Sao Paulo,Pinheiros,centro,585,369,18,4,nao,35,ruim,4636000
sitio,Nazare Paulista,Zona Rural,periferia,64599,82,5,1,sim,11,bom,2313000
apartamento,Sao Paulo,Cidade Ademar,periferia,117,105,3,0,nao,13,bom,428000
casa,Guarulhos,Centro (Guarulhos),periferia,976,378,16,3,nao,14,ruim,2296000
apartamento,Sao Paulo,Grajau,periferia,166,153,5,3,nao,16,bom,733000
casa,Osasco,Centro (Osasco),periferia,796,354,18,2,nao,26,bom,1762000
apartamento,Sao Paulo,Higienopolis,centro,45,41,1,0,nao,15,ruim,522000
apartamento,Sao Paulo,Vila Madalena,centro,226,199,8,0,nao,42,ruim,2042000
apartamento,Sao Paulo,Perus,periferia,183,182,8,1,nao,37,ruim,640000
apartamento,Sao Paulo,Parelheiros,periferia,178,178,7,1,nao,5,bom,634000
casa,Guarulhos,Centro (Guarulhos),periferia,218,91,3,3,sim,36,ruim,534000
apartamento,Sao Paulo,Cidade Ademar,periferia,174,169,7,1,nao,27,bom,664000
apartamento,Sao Paulo,Itaim Paulista,periferia,87,82,2,2,nao,10,bom,429000
apartamento,Sao Paulo,Bela Vista,centro,44,39,3,1,nao,28,ruim,349000
casa,Sao Paulo,Itaquera,periferia,295,116,4,3,sim,40,ruim,629000
apartamento,Sao Paulo,Sapopemba,periferia,233,217,8,2,nao,27,bom,1133000
apartamento,Sao Paulo,Capao Redondo,periferia,202,178,7,1,nao,38,ruim,664000
apartamento,Sao Paulo,Sapopemba,periferia,147,139,5,1,sim,42,ruim,598000
apartamento,Sao Paulo,Vila Madalena,centro,182,175,6,3,nao,36,ruim,1505000
chacara,Juquitiba,Zona Rural,periferia,11326,205,8,3,sim,14,bom,2302000
apartamento,Sao Paulo,Perus,periferia,215,210,7,3,nao,16,bom,1046000
casa,Sao Paulo,Sapopemba,periferia,152,98,5,1,nao,12,bom,463000
chacara,Pinhalzinho,Zona Rural,periferia,10304,361,13,1,sim,4,bom,2724000
apartamento,Sao Paulo,Pinheiros,centro,188,188,9,3,nao,11,bom,2869000
casa,Sao Paulo,Brasilandia,periferia,326,130,5,4,nao,26,ruim,623000
chacara,Nazare Paulista,Zona Rural,periferia,13380,212,7,1,sim,1,bom,1635000
apartamento,Sao Paulo,Itaim Paulista,periferia,123,109,4,2,nao,48,ruim,367000
apartamento,Sao Paulo,Pinheiros,centro,73,65,3,2,nao,36,ruim,842000
chacara,Cotia,Zona Rural,periferia,6336,85,4,3,sim,21,bom,1914000
apartamento,Sao Paulo,Itaquera,periferia,214,208,9,2,nao,19,bom,1015000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,7171,116,5,3,sim,12,bom,1081000
apartamento,Sao Paulo,Jardim Paulista,centro,64,63,3,0,nao,47,ruim,567000
chacara,Nazare Paulista,Zona Rural,periferia,8990,133,4,1,sim,7,ruim,2392000
sitio,Ibiuna,Zona Rural,periferia,52806,137,7,2,sim,11,bom,1450000
apartamento,Sao Paulo,Higienopolis,centro,58,55,2,0,nao,35,ruim,525000
casa,Sao Paulo,Brasilandia,periferia,745,254,12,3,nao,4,bom,1560000
apartamento,Sao Paulo,Perdizes,centro,142,127,5,3,nao,49,ruim,1232000
sitio,Juquitiba,Zona Rural,periferia,72156,200,9,2,nao,39,ruim,1707000
casa,Sao Paulo,Santana,centro,586,226,9,3,nao,18,ruim,2401000
sitio,Sao Luiz do Paraitinga,Zona Rural,periferia,41237,173,7,1,nao,23,bom,1460000
sitio,Nazare Paulista,Zona Rural,periferia,48813,322,13,3,nao,31,ruim,1713000
apartamento,Sao Paulo,Bela Vista,centro,48,47,2,0,nao,13,bom,354000
chacara,Juquitiba,Zona Rural,periferia,4075,211,7,1,sim,17,bom,1040000
casa,Sao Paulo,Cidade Tiradentes,periferia,420,164,9,3,nao,40,ruim,765000
apartamento,Guarulhos,Centro (Guarulhos),periferia,177,171,6,2,nao,32,ruim,800000
casa,Sao Paulo,Mooca,centro,417,170,9,3,nao,49,ruim,1562000
apartamento,Sao Paulo,Cidade Ademar,periferia,114,107,3,1,nao,15,bom,542000
apartamento,Sao Paulo,Itaim Bibi,centro,40,35,2,0,nao,17,bom,429000
casa,Sao Paulo,Itaim Paulista,periferia,224,82,4,2,nao,10,bom,555000
casa,Sao Paulo,Sapopemba,periferia,347,231,10,1,nao,15,bom,913000
chacara,Cotia,Zona Rural,periferia,6012,316,12,3,nao,11,ruim,1389000
casa,Sao Paulo,Grajau,periferia,278,188,10,1,nao,7,bom,817000
chacara,Braganca Paulista,Zona Rural,periferia,10291,146,6,1,sim,43,ruim,1273000
casa,Sao Paulo,Santana,centro,389,163,7,3,nao,2,bom,2439000
casa,Sao Paulo,Bela Vista,centro,510,234,10,2,nao,12,bom,3400000
casa,Sao Paulo,Parelheiros,periferia,546,275,14,4,nao,1,bom,1149000
apartamento,Sao Paulo,Pinheiros,centro,215,211,8,0,nao,19,ruim,2702000
apartamento,Guarulhos,Centro (Guarulhos),periferia,193,169,8,1,nao,9,bom,967000
apartamento,Sao Paulo,Jardim Angela,periferia,86,81,3,1,nao,8,bom,299000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,102,89,4,2,nao,12,bom,1658000
apartamento,Sao Paulo,Parelheiros,periferia,178,161,6,2,nao,17,bom,619000
casa,Sao Paulo,Tatuape,centro,571,394,18,1,nao,12,bom,3436000
sitio,Piracaia,Zona Rural,periferia,63033,92,5,3,sim,39,ruim,2021000
apartamento,Sao Paulo,Jardim Paulista,centro,61,60,3,0,nao,7,bom,582000
casa,Sao Paulo,Guaianases,periferia,243,90,5,3,nao,43,ruim,484000
sitio,Braganca Paulista,Zona Rural,periferia,53665,133,6,3,sim,14,ruim,3069000
casa,Sao Paulo,Mooca,centro,351,231,11,3,nao,11,bom,2758000
apartamento,Sao Paulo,Brooklin,centro,129,118,6,0,nao,46,ruim,1259000
casa,Sao Paulo,Santana,centro,445,187,8,1,nao,8,bom,2356000
casa,Sao Paulo,Itaim Bibi,centro,908,348,17,3,sim,18,bom,5769000
chacara,Juquitiba,Zona Rural,periferia,10086,393,13,1,nao,26,bom,2242000
apartamento,Sao Paulo,Santana,centro,131,120,4,2,nao,42,ruim,937000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,145,134,5,0,nao,3,bom,1943000
apartamento,Sao Paulo,Pinheiros,centro,43,41,2,1,nao,30,ruim,544000
sitio,Juquitiba,Zona Rural,periferia,29225,329,13,1,sim,4,bom,2377000
apartamento,Sao Paulo,Santana,centro,83,79,3,1,nao,23,bom,599000
apartamento,Sao Paulo,Perdizes,centro,131,116,4,3,nao,13,bom,1368000
chacara,Juquitiba,Zona Rural,periferia,1887,180,7,1,sim,20,ruim,743000
apartamento,Sao Paulo,Vila Olimpia,centro,80,80,3,3,sim,11,bom,1287000
sitio,Cotia,Zona Rural,periferia,67137,132,5,1,nao,22,bom,3074000
casa,Sao Paulo,Parelheiros,periferia,801,388,19,2,nao,2,bom,1745000
apartamento,Sao Paulo,M'Boi Mirim,periferia,69,65,3,1,nao,35,ruim,177000
casa,Guarulhos,Centro (Guarulhos),periferia,555,297,15,4,nao,15,bom,1630000
casa,Sao Paulo,Higienopolis,centro,448,258,12,1,nao,18,bom,3593000
sitio,Piracaia,Zona Rural,periferia,34460,216,9,2,nao,9,ruim,1140000
casa,Sao Paulo,Vila Nova Conceicao,centro,265,187,10,3,nao,20,ruim,2585000
chacara,Ibiuna,Zona Rural,periferia,8361,222,9,2,nao,20,bom,2162000
apartamento,Sao Paulo,Jardim Paulista,centro,78,70,4,1,nao,10,bom,762000
apartamento,Sao Paulo,Perdizes,centro,45,44,1,0,nao,7,bom,458000
casa,Sao Paulo,Parelheiros,periferia,439,270,14,1,nao,17,ruim,957000
apartamento,Osasco,Centro (Osasco),periferia,163,161,5,3,nao,38,ruim,876000
casa,Sao Paulo,Itaim Paulista,periferia,350,193,10,3,nao,47,ruim,771000
casa,Sao Paulo,Itaquera,periferia,398,149,7,4,nao,38,ruim,960000
casa,Osasco,Centro (Osasco),periferia,670,296,12,4,nao,19,bom,1754000
apartamento,Sao Paulo,Jardim Angela,periferia,107,101,4,2,nao,7,bom,442000
casa,Sao Paulo,Parelheiros,periferia,491,236,12,4,sim,23,ruim,887000
casa,Sao Paulo,Itaquera,periferia,673,352,17,4,sim,27,ruim,1515000
apartamento,Sao Paulo,Mooca,centro,160,152,5,3,sim,19,ruim,1238000
casa,Sao Paulo,Sapopemba,periferia,715,292,15,4,nao,34,ruim,1258000
casa,Sao Paulo,Cidade Tiradentes,periferia,865,331,14,2,nao,37,ruim,1303000
sitio,Juquitiba,Zona Rural,periferia,23951,325,11,1,sim,18,bom,1483000
chacara,Mairipora,Zona Rural,periferia,7731,239,8,3,sim,3,bom,1821000
chacara,Cotia,Zona Rural,periferia,4506,233,8,1,sim,10,bom,1279000
sitio,Pinhalzinho,Zona Rural,periferia,75049,106,6,2,nao,22,bom,1582000
casa,Sao Paulo,Parelheiros,periferia,273,137,6,3,nao,10,ruim,592000
apartamento,Sao Paulo,Itaquera,periferia,176,168,6,1,nao,38,ruim,681000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,13331,364,14,4,sim,33,ruim,2890000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,41,39,2,1,nao,30,ruim,120000
apartamento,Sao Paulo,Vila Madalena,centro,205,200,9,0,sim,40,ruim,1992000
sitio,Cotia,Zona Rural,periferia,30298,162,6,3,sim,12,bom,1603000
chacara,Cotia,Zona Rural,periferia,1675,356,13,3,sim,21,bom,1228000
sitio,Ibiuna,Zona Rural,periferia,40931,345,12,2,sim,32,ruim,1438000
sitio,Pinhalzinho,Zona Rural,periferia,50303,74,3,2,nao,19,ruim,869000
apartamento,Sao Paulo,M'Boi Mirim,periferia,108,101,3,2,nao,33,ruim,330000
apartamento,Sao Paulo,Pinheiros,centro,106,96,3,3,sim,8,bom,1535000
apartamento,Guarulhos,Centro (Guarulhos),periferia,121,108,5,3,nao,30,ruim,633000
casa,Sao Paulo,Parelheiros,periferia,456,237,10,4,nao,33,ruim,831000
apartamento,Sao Paulo,Itaim Bibi,centro,137,133,4,1,sim,15,bom,1752000
apartamento,Sao Paulo,Vila Olimpia,centro,156,146,7,0,nao,11,ruim,1453000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,67,65,4,3,sim,2,bom,1208000
casa,Sao Paulo,Vila Madalena,centro,232,126,5,3,sim,20,bom,1997000
apartamento,Sao Paulo,Jardim Paulista,centro,139,136,4,0,nao,43,ruim,1370000
chacara,Braganca Paulista,Zona Rural,periferia,7381,82,4,1,sim,6,ruim,860000
casa,Sao Paulo,Itaim Paulista,periferia,260,135,7,1,nao,4,bom,600000
apartamento,Osasco,Centro (Osasco),periferia,188,174,7,0,nao,17,ruim,960000
casa,Sao Paulo,Perdizes,centro,884,347,16,4,nao,3,bom,5580000
apartamento,Sao Paulo,Guaianases,periferia,155,138,5,0,nao,37,ruim,356000
apartamento,Sao Paulo,Brasilandia,periferia,121,114,4,2,nao,47,ruim,464000
apartamento,Sao Paulo,Tatuape,centro,57,56,1,1,nao,50,ruim,380000
casa,Sao Paulo,Guaianases,periferia,886,297,15,4,nao,13,bom,1998000
apartamento,Guarulhos,Centro (Guarulhos),periferia,219,216,9,1,nao,22,ruim,819000
casa,Sao Paulo,Cidade Tiradentes,periferia,737,389,17,4,nao,55,ruim,1131000
apartamento,Sao Paulo,Vila Madalena,centro,162,152,7,0,nao,17,bom,1627000
casa,Sao Paulo,Bela Vista,centro,176,125,5,2,nao,48,ruim,1111000
sitio,Piracaia,Zona Rural,periferia,33534,180,7,2,sim,11,bom,2560000
sitio,Juquitiba,Zona Rural,periferia,34426,166,7,3,nao,21,ruim,1666000
apartamento,Sao Paulo,Santana,centro,52,50,1,0,nao,11,bom,299000
casa,Sao Paulo,Capao Redondo,periferia,315,136,8,3,nao,19,bom,811000
casa,Sao Paulo,M'Boi Mirim,periferia,393,140,7,3,nao,23,bom,630000
casa,Sao Paulo,M'Boi Mirim,periferia,223,110,6,4,nao,15,ruim,496000
chacara,Juquitiba,Zona Rural,periferia,3043,235,10,4,nao,25,bom,1118000
casa,Sao Paulo,Cidade Ademar,periferia,565,248,12,3,nao,29,bom,1267000
casa,Sao Paulo,Perdizes,centro,407,174,7,4,nao,8,bom,2952000
casa,Sao Paulo,Parelheiros,periferia,1049,387,19,3,sim,22,bom,1523000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,103,95,4,2,nao,4,bom,1677000
sitio,Piracaia,Zona Rural,periferia,67494,259,9,2,sim,15,bom,3176000
apartamento,Sao Paulo,Jardim Angela,periferia,91,86,3,2,nao,11,bom,378000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,204,179,7,3,nao,36,ruim,2222000
apartamento,Sao Paulo,Vila Madalena,centro,221,218,9,3,nao,14,bom,2417000
casa,Sao Paulo,Vila Olimpia,centro,508,290,14,4,sim,20,bom,3436000
casa,Osasco,Centro (Osasco),periferia,613,230,10,4,nao,15,ruim,1408000
apartamento,Sao Paulo,Moema,centro,99,98,5,3,nao,49,ruim,1060000
chacara,Cotia,Zona Rural,periferia,5680,279,9,1,sim,34,ruim,1031000
casa,Sao Paulo,Brasilandia,periferia,152,74,5,3,nao,11,bom,487000
casa,Sao Paulo,Mooca,centro,283,108,7,1,nao,30,ruim,1248000
casa,Sao Paulo,Tatuape,centro,962,344,18,1,nao,29,ruim,4392000
casa,Sao Paulo,Higienopolis,centro,166,98,6,4,sim,7,bom,1380000
chacara,Nazare Paulista,Zona Rural,periferia,10710,331,12,3,nao,35,ruim,2156000
apartamento,Sao Paulo,Perus,periferia,83,74,4,3,nao,38,ruim,316000
apartamento,Sao Paulo,Santana,centro,46,43,2,0,sim,5,bom,352000
casa,Osasco,Centro (Osasco),periferia,306,186,10,4,nao,23,bom,992000
casa,Sao Paulo,Brasilandia,periferia,771,243,10,3,sim,18,bom,1424000
casa,Sao Paulo,Parelheiros,periferia,299,141,5,4,nao,6,bom,844000
apartamento,Sao Paulo,Itaim Paulista,periferia,120,111,3,1,nao,3,bom,419000
apartamento,Sao Paulo,Itaim Bibi,centro,73,66,2,0,nao,13,bom,767000
apartamento,Sao Paulo,Perus,periferia,149,134,5,1,nao,8,bom,490000
casa,Guarulhos,Centro (Guarulhos),periferia,210,106,4,2,sim,56,ruim,460000
casa,Sao Paulo,Mooca,centro,1022,366,18,2,nao,14,bom,6108000
casa,Guarulhos,Centro (Guarulhos),periferia,642,387,20,1,nao,18,ruim,1563000
casa,Sao Paulo,Brooklin,centro,192,72,4,2,sim,11,bom,1353000
casa,Sao Paulo,Mooca,centro,175,123,7,4,nao,7,bom,1570000
casa,Sao Paulo,Vila Mariana,centro,379,170,8,3,nao,34,ruim,2339000
apartamento,Sao Paulo,Capao Redondo,periferia,116,105,5,3,nao,27,ruim,528000
apartamento,Sao Paulo,Vila Olimpia,centro,203,197,7,0,nao,14,ruim,2101000
apartamento,Guarulhos,Centro (Guarulhos),periferia,103,93,5,3,nao,9,bom,557000
apartamento,Guarulhos,Centro (Guarulhos),periferia,118,106,3,3,nao,5,bom,798000
casa,Osasco,Centro (Osasco),periferia,775,385,18,1,nao,41,ruim,1769000
casa,Sao Paulo,Itaim Bibi,centro,362,186,10,1,nao,22,ruim,1890000
apartamento,Sao Paulo,Vila Olimpia,centro,135,127,4,3,sim,14,bom,1582000
casa,Sao Paulo,Jardim Angela,periferia,730,332,14,4,nao,28,ruim,1361000
sitio,Pinhalzinho,Zona Rural,periferia,128810,81,3,2,sim,18,ruim,9370000
apartamento,Sao Paulo,Jardim Paulista,centro,174,167,6,1,nao,39,ruim,1574000
apartamento,Sao Paulo,Sapopemba,periferia,141,141,6,3,nao,15,ruim,669000
apartamento,Sao Paulo,Vila Olimpia,centro,215,210,7,0,nao,9,ruim,1970000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,169,156,7,3,nao,35,ruim,386000
chacara,Atibaia,Zona Rural,periferia,2909,114,5,2,nao,8,bom,932000
apartamento,Sao Paulo,Jardim Paulista,centro,148,147,7,0,sim,32,ruim,1284000
sitio,Mairipora,Zona Rural,periferia,26988,260,11,2,sim,2,bom,1050000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,5847,332,11,2,nao,23,ruim,1717000
chacara,Ibiuna,Zona Rural,periferia,3997,224,7,2,nao,9,bom,1068000
apartamento,Sao Paulo,Perus,periferia,205,195,9,1,nao,5,bom,730000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,179,174,6,3,sim,38,ruim,2342000
apartamento,Sao Paulo,Vila Madalena,centro,112,105,4,3,nao,29,ruim,1157000
casa,Osasco,Centro (Osasco),periferia,550,180,8,2,nao,5,bom,1368000
apartamento,Sao Paulo,Vila Madalena,centro,140,136,4,3,nao,26,ruim,1492000
apartamento,Sao Paulo,Mooca,centro,64,64,2,0,nao,11,bom,599000
apartamento,Sao Paulo,Itaim Paulista,periferia,83,80,2,0,nao,42,ruim,267000
apartamento,Sao Paulo,Guaianases,periferia,117,109,4,1,nao,4,bom,424000
casa,Sao Paulo,Guaianases,periferia,219,96,3,2,sim,26,bom,553000
casa,Sao Paulo,Jardim Angela,periferia,284,107,6,3,nao,22,ruim,567000
casa,Sao Paulo,Itaim Bibi,centro,429,166,8,2,nao,25,ruim,1937000
casa,Sao Paulo,Vila Nova Conceicao,centro,471,237,11,3,nao,13,bom,3606000
chacara,Juquitiba,Zona Rural,periferia,8014,143,7,2,sim,38,ruim,1115000
chacara,Atibaia,Zona Rural,periferia,4828,115,5,3,nao,10,bom,914000
apartamento,Sao Paulo,Itaquera,periferia,146,130,6,3,nao,16,bom,704000
casa,Sao Paulo,Sapopemba,periferia,709,337,15,3,sim,8,bom,1914000
sitio,Ibiuna,Zona Rural,periferia,39594,245,8,3,nao,6,bom,1834000
apartamento,Sao Paulo,Grajau,periferia,155,154,5,2,nao,1,bom,668000
sitio,Braganca Paulista,Zona Rural,periferia,65920,329,13,2,nao,38,ruim,1815000
chacara,Juquitiba,Zona Rural,periferia,11208,372,12,3,sim,17,ruim,3277000
casa,Sao Paulo,Itaquera,periferia,151,77,3,1,nao,22,bom,413000
casa,Sao Paulo,Tatuape,centro,1128,363,15,1,sim,22,bom,5067000
casa,Sao Paulo,Santana,centro,651,382,16,4,nao,6,bom,3666000
casa,Sao Paulo,Mooca,centro,838,310,14,4,sim,16,bom,4303000
casa,Osasco,Centro (Osasco),periferia,115,79,3,2,nao,15,bom,392000
apartamento,Sao Paulo,Vila Mariana,centro,191,171,7,2,nao,53,ruim,1485000
apartamento,Sao Paulo,Brooklin,centro,78,69,2,0,nao,6,bom,833000
apartamento,Sao Paulo,Brooklin,centro,183,161,7,2,nao,15,bom,2521000
casa,Sao Paulo,Itaim Paulista,periferia,314,102,4,1,nao,4,bom,654000
